timestamp;tmoy;Level_silo1;Level_silo2;Level_silo3
2022-09-29T06:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-29T05:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-29T04:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-29T03:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-29T02:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-29T01:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-29T00:26:12.199706;12.58;0,5897;0,7382;0,5030
2022-09-28T23:26:12.199706;14.58;0,5897;0,7382;0,5030
2022-09-28T22:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T21:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T20:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T19:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T18:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T17:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T16:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T15:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T14:26:12.199706;14.58;0,5742;0,7158;0,4762
2022-09-28T13:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T12:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T11:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T10:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T09:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T08:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T07:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T06:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T05:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T04:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T03:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T02:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T01:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-28T00:26:12.200723;14.58;0,5742;0,7158;0,4762
2022-09-27T23:26:12.200723;14.1;0,5742;0,7158;0,4762
2022-09-27T22:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T21:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T20:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T19:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T18:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T17:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T16:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T15:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T14:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T13:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T12:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T11:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T10:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T09:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T08:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T07:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T06:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T05:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T04:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T03:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T02:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T01:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-27T00:26:12.200723;14.1;0,5257;0,6884;0,4243
2022-09-26T23:26:12.200723;13.18;0,5257;0,6884;0,4243
2022-09-26T22:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T21:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T20:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T19:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T18:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T17:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T16:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T15:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T14:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T13:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T12:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T11:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T10:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T09:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T08:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T07:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T06:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T05:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T04:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T03:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T02:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T01:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-26T00:26:12.200723;13.18;0,4740;0,6694;0,3784
2022-09-25T23:26:12.200723;16.27;0,4740;0,6694;0,3784
2022-09-25T22:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T21:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T20:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T19:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T18:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T17:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T16:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T15:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T14:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T13:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T12:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T11:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T10:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T09:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T08:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T07:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T06:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T05:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T04:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T03:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T02:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T01:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-25T00:26:12.200723;16.27;0,3912;0,6446;0,3441
2022-09-24T23:26:12.200723;15.85;0,3912;0,6446;0,3441
2022-09-24T22:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T21:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T20:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T19:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T18:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T17:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T16:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T15:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T14:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T13:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T12:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T11:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T10:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T09:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T08:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T07:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T06:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T05:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T04:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T03:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T02:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T01:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-24T00:26:12.200723;15.85;0,3765;0,6387;0,3049
2022-09-23T23:26:12.200723;15.42;0,3765;0,6387;0,3049
2022-09-23T22:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T21:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T20:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T19:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T18:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T17:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T16:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T15:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T14:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T13:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T12:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T11:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T10:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T09:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T08:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T07:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T06:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T05:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T04:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T03:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T02:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T01:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-23T00:26:12.200723;15.42;0,3184;0,6200;0,2706
2022-09-22T23:26:12.200723;15.35;0,3184;0,6200;0,2706
2022-09-22T22:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T21:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T20:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T19:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T18:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T17:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T16:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T15:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T14:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T13:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T12:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T11:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T10:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T09:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T08:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T07:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T06:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T05:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T04:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T03:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T02:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T01:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-22T00:26:12.200723;15.35;0,2399;0,5924;0,2283
2022-09-21T23:26:12.200723;15.65;0,2399;0,5924;0,2283
2022-09-21T22:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T21:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T20:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T19:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T18:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T17:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T16:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T15:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T14:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T13:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T12:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T11:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T10:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T09:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T08:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T07:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T06:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T05:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T04:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T03:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T02:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T01:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-21T00:26:12.200723;15.65;0,2005;0,5725;0,1985
2022-09-20T23:26:12.200723;14.2;0,2005;0,5725;0,1985
2022-09-20T22:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T21:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T20:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T19:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T18:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T17:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T16:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T15:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T14:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T13:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T12:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T11:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T10:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T09:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T08:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T07:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T06:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T05:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T04:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T03:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T02:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T01:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-20T00:26:12.200723;14.2;0,1175;0,5606;0,1487
2022-09-19T23:26:12.200723;14.4;0,1175;0,5606;0,1487
2022-09-19T22:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T21:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T20:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T19:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T18:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T17:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T16:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T15:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T14:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T13:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T12:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T11:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T10:26:12.200723;14.4;0,0900;0,5472;0,1188
2022-09-19T09:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T08:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T07:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T06:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T05:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T04:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T03:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T02:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T01:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-19T00:26:12.200723;14.4;0,9800;0,5472;0,1188
2022-09-18T23:26:12.200723;13.05;0,9800;0,5472;0,1188
2022-09-18T22:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T21:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T20:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T19:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T18:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T17:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T16:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T15:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T14:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T13:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T12:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T11:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T10:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T09:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T08:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T07:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T06:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T05:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T04:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T03:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T02:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T01:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-18T00:26:12.200723;13.05;0,9231;0,5342;0,0799
2022-09-17T23:26:12.200723;12.55;0,9231;0,5342;0,0799
2022-09-17T22:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T21:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T20:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T19:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T18:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T17:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T16:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T15:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T14:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T13:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T12:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T11:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T10:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T09:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T08:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T07:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T06:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T05:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T04:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T03:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T02:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T01:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-17T00:26:12.200723;12.55;0,8819;0,5127;0,0374
2022-09-16T23:26:12.200723;15.2;0,8819;0,5127;0,0374
2022-09-16T22:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T21:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T20:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T19:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T18:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T17:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T16:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T15:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T14:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T13:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T12:26:12.200723;15.2;0,8260;0,5048;0,0271
2022-09-16T11:26:12.201697;15.2;0,8260;0,5048;0,0271
2022-09-16T10:26:12.201697;15.2;0,8260;0,5048;0,0271
2022-09-16T09:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T08:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T07:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T06:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T05:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T04:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T03:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T02:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T01:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-16T00:26:12.201697;15.2;0,8260;0,5048;0,9900
2022-09-15T23:26:12.201697;21.18;0,8260;0,5048;0,9900
2022-09-15T22:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T21:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T20:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T19:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T18:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T17:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T16:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T15:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T14:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T13:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T12:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T11:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T10:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T09:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T08:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T07:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T06:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T05:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T04:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T03:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T02:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T01:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-15T00:26:12.201697;21.18;0,7473;0,4828;0,9356
2022-09-14T23:26:12.201697;22.5;0,7473;0,4828;0,9356
2022-09-14T22:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T21:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T20:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T19:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T18:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T17:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T16:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T15:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T14:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T13:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T12:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T11:26:12.201697;22.5;0,7378;0,4777;0,9172
2022-09-14T10:26:12.201697;22.5;0,7378;0,4777;0,9172
